date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_elo_pre,away_elo_pre,elo_diff,tournament_weight,is_competitive,home_confederation,away_confederation
1974-03-06,Togo,Denmark,0.0,2.0,Friendly,Lomé,Togo,False,1478.9331215073316,1455.9925017028092,22.940619804522385,1,False,Unknown,Unknown
1974-03-06,Uganda,Zambia,0.0,1.0,African Cup of Nations,El Mahalla El Kubra,Egypt,True,1575.2709008756265,1580.156829018803,-4.885928143176443,4,True,Unknown,Unknown
1974-03-07,Congo,Guinea,1.0,1.0,African Cup of Nations,Alexandria,Egypt,True,1635.6119561976125,1596.3054174872875,39.30653871032496,4,True,Unknown,Unknown
1974-03-07,Mauritius,DR Congo,1.0,4.0,African Cup of Nations,Damanhur,Egypt,True,1419.352606413836,1735.62749065372,-316.27488423988416,4,True,Unknown,CAF
1974-03-09,Congo,Zambia,2.0,4.0,African Cup of Nations,Alexandria,Egypt,True,1632.7956286716242,1604.8052814020227,27.990347269601443,4,True,Unknown,Unknown
1974-03-09,Egypt,DR Congo,2.0,3.0,African Cup of Nations,Cairo,Egypt,False,1738.4741562199467,1747.8213983124033,-9.347242092456554,4,True,CAF,CAF
1974-03-10,Benin,Denmark,2.0,0.0,Friendly,Cotonou,Dahomey,False,1466.0675062690036,1476.0893045888904,-10.021798319886784,1,False,Unknown,Unknown
1974-03-11,Egypt,Congo,4.0,0.0,African Cup of Nations,Cairo,Egypt,False,1707.0952693512324,1592.281046666861,114.81422268437154,4,True,CAF,Unknown
1974-03-12,DR Congo,Zambia,2.0,2.0,African Cup of Nations,Cairo,Egypt,True,1779.2002851811176,1645.3198634067862,133.88042177433135,4,True,CAF,Unknown
1974-03-13,German DR,Belgium,1.0,0.0,Friendly,Berlin,German DR,False,1821.6271438957829,1754.2003263772622,67.42681751852069,1,False,Unknown,UEFA
1974-03-13,Réunion,Seychelles,2.0,0.0,Friendly,Saint-Pierre,Réunion,False,1342.4875345711464,1500.0,-157.5124654288536,1,False,Unknown,Unknown
1974-03-14,DR Congo,Zambia,2.0,0.0,African Cup of Nations,Cairo,Egypt,True,1770.0169118483293,1654.5032367395745,115.5136751087548,4,True,CAF,Unknown
1974-03-14,Puerto Rico,Panama,0.0,1.0,Friendly,San Juan,Puerto Rico,False,1210.2573962402569,1309.5938358122287,-99.33643957197182,1,False,Unknown,CONCACAF
